"","Country","League","Season","Datetime","Home","Away","HG","AG","Res","HAGG","AAGG","AACG","HACG","HTP","ATP","TG","PH","PD","PA"
"161","USA","MLS",2012,2012-07-05,"Real Salt Lake","Seattle Sounders",0,0,"D","1.55555555555556","1.23529411764706","1.05882352941176","1.16666666666667","3","7","0","2.04","3.59","3.95"
"162","USA","MLS",2012,2012-07-05,"Los Angeles Galaxy","Philadelphia Union",1,2,"A","1.47058823529412","0.928571428571429","1.21428571428571","1.58823529411765","12","18","3","1.73","3.83","5.51"
"163","USA","MLS",2012,2012-07-08,"Sporting Kansas City","Houston Dynamo",0,0,"D","1.35294117647059","1.29411764705882","1.41176470588235","1","4","9","0","1.74","3.99","5.17"
"164","USA","MLS",2012,2012-07-08,"FC Dallas","San Jose Earthquakes",0,0,"D","0.944444444444444","2","1.33333333333333","1.5","17","1","0","2.79","3.35","2.75"
"165","USA","MLS",2012,2012-07-08,"Real Salt Lake","Portland Timbers",3,0,"H","1.47368421052632","1","1.3125","1.10526315789474","3","14","3","1.58","4.01","7.23"
"166","USA","MLS",2012,2012-07-08,"Chivas USA","Vancouver Whitecaps",0,0,"D","0.6875","1.11764705882353","1.11764705882353","1.125","15","6","0","2.6","3.3","3"
"167","USA","MLS",2012,2012-07-08,"Seattle Sounders","Colorado Rapids",2,1,"H","1.16666666666667","1.41176470588235","1.29411764705882","1","8","10","3","1.86","3.67","4.75"
"168","USA","MLS",2012,2012-07-08,"Chicago Fire","Los Angeles Galaxy",0,2,"A","1.23529411764706","1.44444444444444","1.61111111111111","1.11764705882353","7","12","2","2.27","3.41","3.48"
"169","USA","MLS",2012,2012-07-08,"Philadelphia Union","Toronto FC",3,0,"H","1","1.125","1.875","1.2","18","19","3","2.09","3.54","3.85"
"170","USA","MLS",2012,2012-07-09,"New England Revolution","New York Red Bulls",2,0,"H","1.375","1.88235294117647","1.47058823529412","1.375","14","5","2","2.34","3.33","3.4"
"171","USA","MLS",2012,2012-07-09,"Montreal Impact","Columbus Crew",2,1,"H","1.31578947368421","1.06666666666667","1","1.84210526315789","16","11","3","2.56","3.35","3.03"
"172","USA","MLS",2012,2012-07-12,"Toronto FC","Vancouver Whitecaps",3,2,"H","1.05882352941176","1.05555555555556","1.05555555555556","1.94117647058824","19","7","5","2.17","3.37","3.84"
"173","USA","MLS",2012,2012-07-15,"Philadelphia Union","Montreal Impact",2,1,"H","1.125","1.35","1.8","1.125","17","14","3","1.95","3.68","4.2"
"174","USA","MLS",2012,2012-07-15,"Columbus Crew","Sporting Kansas City",0,2,"A","1.0625","1.27777777777778","0.944444444444444","1.0625","13","4","2","2.67","3.32","2.92"
"175","USA","MLS",2012,2012-07-15,"New England Revolution","Toronto FC",0,1,"A","1.41176470588235","1.16666666666667","1.94444444444444","1.29411764705882","11","19","1","1.83","3.87","4.58"
"176","USA","MLS",2012,2012-07-15,"Chicago Fire","Vancouver Whitecaps",1,0,"H","1.16666666666667","1.10526315789474","1.15789473684211","1.16666666666667","8","7","1","1.86","3.47","5.09"
"177","USA","MLS",2012,2012-07-15,"Colorado Rapids","FC Dallas",1,2,"A","1.38888888888889","0.894736842105263","1.42105263157895","1.33333333333333","12","18","3","1.98","3.46","4.42"
"178","USA","MLS",2012,2012-07-15,"San Jose Earthquakes","Real Salt Lake",5,0,"H","1.89473684210526","1.55","1.05","1.26315789473684","1","2","5","2.33","3.34","3.44"
"179","USA","MLS",2012,2012-07-15,"Portland Timbers","Los Angeles Galaxy",3,5,"A","0.941176470588235","1.47368421052632","1.52631578947368","1.41176470588235","16","10","8","3","3.53","2.48"
"180","USA","MLS",2012,2012-07-15,"New York Red Bulls","Seattle Sounders",2,2,"D","1.77777777777778","1.21052631578947","1","1.5","5","6","4","2.15","3.49","3.73"
"181","USA","MLS",2012,2012-07-16,"Houston Dynamo","DC United",4,0,"H","1.22222222222222","1.88888888888889","1.22222222222222","1.33333333333333","10","4","4","2.24","3.45","3.52"
"182","USA","MLS",2012,2012-07-18,"New York Red Bulls","Chicago Fire",1,0,"H","1.78947368421053","1.15789473684211","1.10526315789474","1.52631578947368","5","7","1","1.85","3.71","4.73"
"183","USA","MLS",2012,2012-07-18,"Chivas USA","Portland Timbers",1,0,"H","0.647058823529412","1.05555555555556","1.61111111111111","1.05882352941176","16","18","1","2.52","3.26","3.17"
"184","USA","MLS",2012,2012-07-19,"Toronto FC","Colorado Rapids",2,1,"H","1.15789473684211","1.36842105263158","1.36842105263158","1.84210526315789","19","13","3","2.62","3.42","2.9"
"185","USA","MLS",2012,2012-07-19,"Montreal Impact","New England Revolution",2,1,"H","1.33333333333333","1.33333333333333","1.27777777777778","1.80952380952381","15","12","3","2.12","3.6","3.61"
"186","USA","MLS",2012,2012-07-19,"Houston Dynamo","Sporting Kansas City",2,1,"H","1.36842105263158","1.31578947368421","0.894736842105263","1.26315789473684","9","2","3","2.43","3.27","3.26"
"187","USA","MLS",2012,2012-07-19,"Vancouver Whitecaps","Los Angeles Galaxy",2,2,"D","1.05","1.65","1.6","1.15","8","10","4","3.03","3.35","2.56"
"188","USA","MLS",2012,2012-07-19,"San Jose Earthquakes","FC Dallas",2,1,"H","2.05","0.95","1.4","1.2","1","17","3","1.74","3.84","5.46"
"189","USA","MLS",2012,2012-07-21,"New York Red Bulls","Philadelphia Union",2,0,"H","1.75","1.17647058823529","1.11764705882353","1.45","4","16","2","1.97","3.52","4.36"
"190","USA","MLS",2012,2012-07-22,"Columbus Crew","DC United",1,0,"H","1","1.78947368421053","1.36842105263158","1.11764705882353","15","5","1","2.24","3.5","3.48"
"191","USA","MLS",2012,2012-07-22,"Houston Dynamo","Montreal Impact",3,0,"H","1.4","1.36363636363636","1.77272727272727","1.25","7","11","3","1.8","3.79","4.95"
"192","USA","MLS",2012,2012-07-22,"Sporting Kansas City","New England Revolution",0,0,"D","1.3","1.31578947368421","1.31578947368421","0.95","3","13","0","1.71","3.78","5.8"
"193","USA","MLS",2012,2012-07-22,"FC Dallas","Portland Timbers",5,0,"H","0.952380952380952","1","1.57894736842105","1.42857142857143","17","18","5","1.95","3.44","4.59"
"194","USA","MLS",2012,2012-07-22,"Los Angeles Galaxy","Chivas USA",3,1,"H","1.66666666666667","0.666666666666667","1","1.61904761904762","10","12","4","1.63","4.13","6.02"
"195","USA","MLS",2012,2012-07-22,"Real Salt Lake","Colorado Rapids",2,0,"H","1.47619047619048","1.35","1.4","1.23809523809524","4","14","2","1.65","4.08","5.86"
"196","USA","MLS",2012,2012-07-23,"Vancouver Whitecaps","San Jose Earthquakes",2,1,"H","1.0952380952381","2.04761904761905","1.19047619047619","1.19047619047619","9","1","3","2.86","3.28","2.73"
"197","USA","MLS",2012,2012-07-28,"Real Salt Lake","Vancouver Whitecaps",2,1,"H","1.5","1.13636363636364","1.18181818181818","1.18181818181818","2","6","3","1.66","4.01","5.88"
"198","USA","MLS",2012,2012-07-28,"Toronto FC","Houston Dynamo",0,2,"A","1.2","1.47619047619048","1.19047619047619","1.8","18","5","2","2.52","3.34","3.08"
"199","USA","MLS",2012,2012-07-29,"Montreal Impact","New York Red Bulls",3,1,"H","1.30434782608696","1.76190476190476","1.38095238095238","1.82608695652174","12","3","4","2.56","3.41","2.97"
"200","USA","MLS",2012,2012-07-29,"FC Dallas","Los Angeles Galaxy",0,1,"A","1.13636363636364","1.72727272727273","1.59090909090909","1.36363636363636","16","10","1","2.13","3.38","3.92"
"201","USA","MLS",2012,2012-07-29,"Sporting Kansas City","Columbus Crew",1,2,"A","1.23809523809524","1","1.05555555555556","0.904761904761905","5","11","3","1.61","3.91","6.88"
"202","USA","MLS",2012,2012-07-29,"Colorado Rapids","Seattle Sounders",1,2,"A","1.28571428571429","1.25","1.05","1.42857142857143","15","8","3","2.41","3.37","3.23"
"203","USA","MLS",2012,2012-07-29,"San Jose Earthquakes","Chicago Fire",1,1,"D","2","1.1","1.1","1.22727272727273","1","9","2","1.68","3.81","6.09"
"204","USA","MLS",2012,2012-07-29,"Portland Timbers","Chivas USA",0,1,"A","0.95","0.684210526315789","1.10526315789474","1.75","19","14","1","2.13","3.43","3.85"
"205","USA","MLS",2012,2012-07-30,"Philadelphia Union","New England Revolution",2,1,"H","1.11111111111111","1.25","1.25","1.16666666666667","17","14","3","2.13","3.41","3.9"
"206","USA","MLS",2012,2012-08-04,"Houston Dynamo","New York Red Bulls",2,0,"H","1.5","1.72727272727273","1.45454545454545","1.13636363636364","4","3","2","2.13","3.49","3.79"
"207","USA","MLS",2012,2012-08-05,"DC United","Columbus Crew",1,0,"H","1.7","1.05263157894737","1.05263157894737","1.35","8","11","1","2.27","3.25","3.67"
"208","USA","MLS",2012,2012-08-05,"Montreal Impact","Philadelphia Union",2,0,"H","1.375","1.15789473684211","1.15789473684211","1.79166666666667","12","14","2","1.92","3.79","4.23"
"209","USA","MLS",2012,2012-08-05,"New England Revolution","Sporting Kansas City",0,1,"A","1.23809523809524","1.22727272727273","0.954545454545455","1.28571428571429","15","5","1","2.76","3.29","2.83"
"210","USA","MLS",2012,2012-08-05,"Chicago Fire","Toronto FC",2,1,"H","1.0952380952381","1.14285714285714","1.80952380952381","1.0952380952381","10","18","3","1.84","3.72","4.78"
"211","USA","MLS",2012,2012-08-05,"Colorado Rapids","Real Salt Lake",1,0,"H","1.27272727272727","1.52173913043478","1.17391304347826","1.45454545454545","16","2","1","2.54","3.33","3.05"
"212","USA","MLS",2012,2012-08-06,"Portland Timbers","FC Dallas",1,1,"D","0.904761904761905","1.08695652173913","1.34782608695652","1.71428571428571","19","17","2","2.75","3.35","2.79"
"213","USA","MLS",2012,2012-08-06,"Seattle Sounders","Los Angeles Galaxy",4,0,"H","1.28571428571429","1.69565217391304","1.52173913043478","1.04761904761905","8","10","4","2.15","3.38","3.83"
"214","USA","MLS",2012,2012-08-11,"New York Red Bulls","Houston Dynamo",2,0,"H","1.65217391304348","1.52173913043478","1.08695652173913","1.47826086956522","5","3","2","2.36","3.22","3.49"
"215","USA","MLS",2012,2012-08-12,"Vancouver Whitecaps","Real Salt Lake",2,1,"H","1.1304347826087","1.45833333333333","1.16666666666667","1.21739130434783","9","2","3","2.63","3.29","2.97"
"216","USA","MLS",2012,2012-08-12,"Sporting Kansas City","DC United",2,1,"H","1.21739130434783","1.66666666666667","1.28571428571429","0.91304347826087","5","7","3","1.71","3.97","5.44"
"217","USA","MLS",2012,2012-08-12,"FC Dallas","Colorado Rapids",3,2,"H","1.08333333333333","1.26086956521739","1.39130434782609","1.33333333333333","17","14","5","2.08","3.37","4.12"
"218","USA","MLS",2012,2012-08-12,"San Jose Earthquakes","Seattle Sounders",2,1,"H","1.95652173913043","1.40909090909091","1","1.21739130434783","1","6","3","2.16","3.33","3.88"
"219","USA","MLS",2012,2012-08-13,"New England Revolution","Montreal Impact",0,1,"A","1.18181818181818","1.4","1.72","1.27272727272727","16","11","1","2.12","3.47","3.71"
"220","USA","MLS",2012,2012-08-13,"Philadelphia Union","Chicago Fire",1,3,"A","1.1","1.13636363636364","1.09090909090909","1.2","17","9","4","2.52","3.29","3.06"
"221","USA","MLS",2012,2012-08-13,"Chivas USA","Los Angeles Galaxy",0,4,"A","0.7","1.625","1.625","1.05","14","10","4","4.03","3.72","1.99"
"222","USA","MLS",2012,2012-08-16,"Columbus Crew","Los Angeles Galaxy",1,1,"D","1","1.72","1.56","1.05","12","10","2","2.56","3.31","3"
"223","USA","MLS",2012,2012-08-16,"Toronto FC","Portland Timbers",2,2,"D","1.13636363636364","0.909090909090909","1.68181818181818","1.81818181818182","19","18","4","2.04","3.43","4.05"
"224","USA","MLS",2012,2012-08-16,"Vancouver Whitecaps","FC Dallas",0,2,"A","1.16666666666667","1.16","1.36","1.20833333333333","8","13","2","2.33","3.17","3.54"
"225","USA","MLS",2012,2012-08-18,"Seattle Sounders","Vancouver Whitecaps",2,0,"H","1.39130434782609","1.12","1.24","1.04347826086957","7","9","2","1.6","4.05","6.63"
"226","USA","MLS",2012,2012-08-18,"Toronto FC","Sporting Kansas City",0,1,"A","1.17391304347826","1.25","0.916666666666667","1.82608695652174","19","2","1","3.52","3.44","2.22"
"227","USA","MLS",2012,2012-08-19,"Montreal Impact","San Jose Earthquakes",3,1,"H","1.38461538461538","1.95833333333333","1.20833333333333","1.65384615384615","11","1","4","2.6","3.46","2.84"
"228","USA","MLS",2012,2012-08-19,"Chicago Fire","New England Revolution",2,1,"H","1.21739130434783","1.1304347826087","1.26086956521739","1.08695652173913","7","16","3","1.94","3.55","4.38"
"229","USA","MLS",2012,2012-08-19,"Colorado Rapids","Chivas USA",1,1,"D","1.29166666666667","0.666666666666667","1.19047619047619","1.45833333333333","15","14","2","1.62","3.89","6.7"
"230","USA","MLS",2012,2012-08-19,"Real Salt Lake","FC Dallas",1,2,"A","1.44","1.19230769230769","1.30769230769231","1.2","3","13","3","1.99","3.58","4.11"
"231","USA","MLS",2012,2012-08-19,"DC United","Philadelphia Union",1,1,"D","1.63636363636364","1.0952380952381","1.28571428571429","1.31818181818182","10","17","2","1.92","3.53","4.51"
"232","USA","MLS",2012,2012-08-20,"New York Red Bulls","Portland Timbers",3,2,"H","1.66666666666667","0.956521739130435","1.69565217391304","1.41666666666667","4","18","5","1.53","4.41","6.96"
"233","USA","MLS",2012,2012-08-20,"Houston Dynamo","Columbus Crew",2,2,"D","1.45833333333333","1","1.04761904761905","1.125","7","13","4","1.79","3.64","5.2"
"234","USA","MLS",2012,2012-08-23,"Columbus Crew","Toronto FC",2,1,"H","1.04545454545455","1.125","1.79166666666667","1.09090909090909","13","19","3","1.8","3.74","4.95"
"235","USA","MLS",2012,2012-08-23,"DC United","Chicago Fire",4,2,"H","1.60869565217391","1.25","1.08333333333333","1.30434782608696","8","6","6","2.35","3.49","3.17"
"236","USA","MLS",2012,2012-08-25,"Philadelphia Union","Real Salt Lake",0,0,"D","1.09090909090909","1.42307692307692","1.23076923076923","1.27272727272727","16","4","0","2.52","3.43","2.97"
"237","USA","MLS",2012,2012-08-25,"Montreal Impact","DC United",3,0,"H","1.44444444444444","1.70833333333333","1.33333333333333","1.62962962962963","11","8","3","2.14","3.56","3.61"
"238","USA","MLS",2012,2012-08-26,"Columbus Crew","New England Revolution",4,3,"H","1.08695652173913","1.125","1.29166666666667","1.08695652173913","12","17","7","1.97","3.42","4.44"
"239","USA","MLS",2012,2012-08-26,"Houston Dynamo","Toronto FC",1,1,"D","1.48","1.12","1.8","1.16","5","19","2","1.41","4.82","8.98"
"240","USA","MLS",2012,2012-08-26,"Chivas USA","Seattle Sounders",2,6,"A","0.681818181818182","1.41666666666667","1","1.18181818181818","14","7","8","4.29","3.54","1.96"
"241","USA","MLS",2012,2012-08-26,"Portland Timbers","Vancouver Whitecaps",2,1,"H","1","1.07692307692308","1.26923076923077","1.75","18","11","3","2.37","3.51","3.14"
"242","USA","MLS",2012,2012-08-26,"San Jose Earthquakes","Colorado Rapids",4,1,"H","1.92","1.28","1.44","1.28","1","15","5","1.7","3.5","5"
"243","USA","MLS",2012,2012-08-27,"Los Angeles Galaxy","FC Dallas",2,0,"H","1.69230769230769","1.22222222222222","1.2962962962963","1.53846153846154","10","13","2","1.83","3.74","4.7"
"244","USA","MLS",2012,2012-08-27,"Sporting Kansas City","New York Red Bulls",1,1,"D","1.24","1.72","1.44","0.88","2","3","2","1.86","3.87","4.36"
"245","USA","MLS",2012,2012-08-30,"DC United","New York Red Bulls",2,2,"D","1.64","1.69230769230769","1.42307692307692","1.4","9","3","4","2.42","3.58","2.89"
"246","USA","MLS",2012,2012-08-30,"New England Revolution","Chivas USA",3,3,"D","1.2","0.739130434782609","1.39130434782609","1.4","18","14","6","1.61","4.13","6.1"
"247","USA","MLS",2012,2012-08-30,"Philadelphia Union","Columbus Crew",1,2,"A","1.04347826086957","1.20833333333333","1.16666666666667","1.21739130434783","16","12","3","2.38","3.48","3.14"
"248","USA","MLS",2012,2012-09-01,"Portland Timbers","Colorado Rapids",1,0,"H","1.04","1.26923076923077","1.53846153846154","1.72","18","15","1","2.37","3.46","3.18"
"249","USA","MLS",2012,2012-09-02,"Columbus Crew","Montreal Impact",2,1,"H","1.24","1.5","1.57142857142857","1.16","10","11","3","2.24","3.49","3.42"
"250","USA","MLS",2012,2012-09-02,"New England Revolution","Philadelphia Union",0,0,"D","1.26923076923077","1.04166666666667","1.25","1.46153846153846","18","17","0","2.2","3.46","3.52"
"251","USA","MLS",2012,2012-09-02,"Sporting Kansas City","Toronto FC",2,1,"H","1.23076923076923","1.11538461538462","1.76923076923077","0.884615384615385","2","19","3","1.39","5.09","9.1"
"252","USA","MLS",2012,2012-09-02,"Real Salt Lake","DC United",1,0,"H","1.37037037037037","1.65384615384615","1.42307692307692","1.18518518518519","5","7","1","1.77","3.81","5.03"
"253","USA","MLS",2012,2012-09-02,"Los Angeles Galaxy","Vancouver Whitecaps",2,0,"H","1.7037037037037","1.07407407407407","1.2962962962963","1.48148148148148","9","12","2","1.46","4.88","7.49"
"254","USA","MLS",2012,2012-09-03,"Chicago Fire","Houston Dynamo",3,1,"H","1.28","1.46153846153846","1.15384615384615","1.2","10","7","4","2.49","3.32","3.09"
"255","USA","MLS",2012,2012-09-03,"FC Dallas","Seattle Sounders",1,1,"D","1.17857142857143","1.6","1.04","1.32142857142857","13","5","2","2.38","3.44","3.17"
"256","USA","MLS",2012,2012-09-03,"San Jose Earthquakes","Chivas USA",4,0,"H","2","0.833333333333333","1.45833333333333","1.26923076923077","1","14","4","1.44","4.78","8.32"
"257","USA","MLS",2012,2012-09-06,"New England Revolution","Columbus Crew",2,0,"H","1.22222222222222","1.26923076923077","1.15384615384615","1.40740740740741","18","9","2","2.89","3.4","2.58"
"258","USA","MLS",2012,2012-09-06,"Colorado Rapids","Portland Timbers",3,0,"H","1.22222222222222","1.03846153846154","1.65384615384615","1.51851851851852","17","15","3","1.75","3.91","4.96"
"259","USA","MLS",2012,2012-09-07,"Houston Dynamo","Real Salt Lake",1,0,"H","1.44444444444444","1.35714285714286","1.14285714285714","1.22222222222222","8","4","1","1.83","4","4.38"
"260","USA","MLS",2012,2012-09-08,"Seattle Sounders","Chivas USA",2,1,"H","1.57692307692308","0.8","1.56","1.03846153846154","6","16","3","1.4","5","8.94"
"261","USA","MLS",2012,2012-09-13,"Toronto FC","Chicago Fire",1,2,"A","1.11111111111111","1.34615384615385","1.19230769230769","1.77777777777778","19","7","3","3.84","3.8","1.99"
"262","USA","MLS",2012,2012-09-15,"Sporting Kansas City","Houston Dynamo",1,1,"D","1.25925925925926","1.42857142857143","1.17857142857143","0.888888888888889","2","7","2","2","3.51","4.11"
"263","USA","MLS",2012,2012-09-15,"Los Angeles Galaxy","Colorado Rapids",2,0,"H","1.71428571428571","1.28571428571429","1.46428571428571","1.42857142857143","8","14","2","1.46","4.86","7.51"
"264","USA","MLS",2012,2012-09-15,"Toronto FC","Philadelphia Union",1,1,"D","1.10714285714286","1","1.2","1.78571428571429","19","18","2","2.72","3.28","2.85"
"265","USA","MLS",2012,2012-09-15,"Portland Timbers","Seattle Sounders",1,1,"D","1","1.59259259259259","1.03703703703704","1.7037037037037","17","3","2","3.61","3.67","2.1"
"266","USA","MLS",2012,2012-09-16,"New York Red Bulls","Columbus Crew",3,1,"H","1.7037037037037","1.22222222222222","1.18518518518519","1.44444444444444","7","9","4","1.79","3.87","4.79"
"267","USA","MLS",2012,2012-09-16,"DC United","New England Revolution",2,1,"H","1.59259259259259","1.25","1.35714285714286","1.40740740740741","10","15","3","1.93","3.66","4.3"
"268","USA","MLS",2012,2012-09-16,"Chicago Fire","Montreal Impact",3,1,"H","1.37037037037037","1.48275862068966","1.58620689655172","1.18518518518519","4","11","4","2.19","3.45","3.59"
"269","USA","MLS",2012,2012-09-16,"FC Dallas","Vancouver Whitecaps",1,0,"H","1.17241379310345","1.03571428571429","1.32142857142857","1.31034482758621","13","12","1","1.58","4.13","6.68"
"270","USA","MLS",2012,2012-09-16,"Chivas USA","San Jose Earthquakes",0,2,"A","0.807692307692308","2.07407407407407","1.22222222222222","1.57692307692308","17","1","2","3.89","3.8","1.98"
"271","USA","MLS",2012,2012-09-20,"New York Red Bulls","Sporting Kansas City",0,2,"A","1.75","1.25","0.892857142857143","1.42857142857143","4","2","2","2","3.62","3.88"
"272","USA","MLS",2012,2012-09-20,"Columbus Crew","Chivas USA",1,0,"H","1.21428571428571","0.777777777777778","1.59259259259259","1.25","10","17","1","1.51","4.41","7.4"
"273","USA","MLS",2012,2012-09-20,"San Jose Earthquakes","Portland Timbers",2,2,"D","2.07142857142857","1","1.67857142857143","1.17857142857143","1","16","4","1.37","5.49","8.83"
